"company","activities","poultry_processing","meat_processing"
"W.T. Distributors Inc.","Certification - Export, Identification - Meat, Identification - Poultry, Imported Product",NULL,NULL
"TC Trading Company","Imported Product",NULL,NULL
"Ashland Cold Storage","Imported Product",NULL,NULL
"Summit Cold Storage","Imported Product",NULL,NULL
"United Source One, Inc.","Imported Product",NULL,NULL
"Suffolk Cold Storage","Imported Product",NULL,NULL
"Melrose Storage and Distribution, Inc.","Certification - Export, Identification - Meat, Imported Product",NULL,NULL
"Berkshire Refrigerated Warehousing, LLC","Imported Product",NULL,NULL
"American Samoa Government","Imported Product",NULL,NULL
"Pacific Coast Container, Inc.","Imported Product",NULL,NULL
"Seaonus Cold Storage","Imported Product",NULL,NULL
"Lakeside Refrigerated Services","Imported Product",NULL,NULL
"J.C. Tenorio Ent., Inc.","Imported Product",NULL,NULL
"U.S. Import Meat Inspection","Imported Product",NULL,NULL
"Freezer Services of Michigan, L.L.C.","Imported Product",NULL,NULL
"Goya de Puerto Rico, Inc.","Imported Product",NULL,NULL
"A. N. Deringer, Inc.","Imported Product",NULL,NULL
"The Classic Jerky Company","Imported Product",NULL,NULL
"Jacob Fleishman Cold Storage, Inc.","Imported Product",NULL,NULL
"Luen Fung Enterprises","Imported Product",NULL,NULL
"Northwestern Selecta, Inc.","Imported Product",NULL,NULL
"F & C & R Investment Corporation","Imported Product",NULL,NULL
"Total Distribution Inc.","Imported Product",NULL,NULL
"Northwestern Meat, Inc.","Imported Product",NULL,NULL
"Lineage Logistics PFS, LLC","Imported Product",NULL,NULL
"Jose G. Flores, Inc.","Imported Product",NULL,NULL
"Ballester Hermanos, Inc.","Imported Product",NULL,NULL
"Mendez & Co., Inc.","Imported Product",NULL,NULL
"Payless Distribution Center (PDC)","Imported Product",NULL,NULL
"Paden Cold Inc.","Imported Product",NULL,NULL
"Lineage Logistics PFS, LLC","Certification - Export, Identification - Meat, Identification - Poultry",NULL,NULL
"Save Logistics","Imported Product",NULL,NULL
"Lineage Logistics, LLC","Imported Product",NULL,NULL
"Lineage Logistics PFS, LLC","Imported Product",NULL,NULL
"Americold Logistics LLC","Imported Product",NULL,NULL
"Mendez & Co. Cold Storage Logistics","Imported Product",NULL,NULL
"Port of Palm Cold Storage","Certification - Export, Certification - Trichinae, Identification - Meat, Identification - Poultry, Imported Product",NULL,NULL
"Broadleaf Inc.","Imported Product",NULL,NULL
"Trafon Group Inc.","Imported Product",NULL,NULL
"Laredo Cold Storage","Imported Product",NULL,NULL
"Piatkowski Riteway Meats Inc.","Imported Product",NULL,NULL
"Lineage Logistics","Imported Product",NULL,NULL
"Continental Forwarding Services, Inc.","Imported Product",NULL,NULL
"PG Distribution LLC","Certification - Export, Identification - Meat, Identification - Poultry, Imported Product, Off-Premise Freezing - Meat, Off-Premise Freezing - Poultry",NULL,NULL
"Cross Partners Cold Storage, Inc.","Certification - Export, Identification - Meat, Identification - Poultry, Imported Product",NULL,NULL
"A. N. Deringer, Inc.","Imported Product",NULL,NULL
"Smithfield Distribution, LLC","Imported Product",NULL,NULL
"Presidential Express","Imported Product",NULL,NULL
"Lineage Logistics PFS, LLC","Imported Product",NULL,NULL
"Lineage Logistics PFS, LLC","Imported Product",NULL,NULL
"Americold Logistics LLC","Imported Product",NULL,NULL
"Lineage Logistics PFS, LLC","Certification - Export, Identification - Meat, Identification - Poultry, Identification - Siluriformes, Imported Product",NULL,NULL
"Midway International Logistics LLC","Imported Product",NULL,NULL
"Port of Wilmington Cold Storage","Certification - Export, Certification - Trichinae, Identification - Meat, Identification - Poultry, Imported Product, Off-Premise Freezing - Egg Products, Off-Premise Freezing - Meat, Off-Premise Free",NULL,NULL
"Lineage Logistics PFS, LLC","Imported Product",NULL,NULL
"United States Cold Storage, LP","Imported Product",NULL,NULL
"Lineage Logistics PFS, LLC","Imported Product",NULL,NULL
"U. Okada & Company, LTD","Imported Product",NULL,NULL
"Merchants Terminal Corp. Delaware LLC","Imported Product",NULL,NULL
"Pilot Watertower Cold Storage","Imported Product",NULL,NULL
"United States Cold Storage Inc.","Imported Product",NULL,NULL
"Matosantos Comercial","Imported Product",NULL,NULL
"RLS Cold Storage, Inc.","Imported Product",NULL,NULL
"Lineage Logistics PFS, LLC","Certification - Cysticercus, Certification - Export, Certification - Trichinae, Identification - Meat, Identification - Poultry, Imported Product, Off-Premise Freezing - Meat, Off-Premise Freezing - P",NULL,NULL
"NEP Cold Storage, Inc.","Imported Product",NULL,NULL
"R.H. Services, Inc.","Imported Product",NULL,NULL
"Weighmasters Murphy, Inc.","Imported Product",NULL,NULL
"Cordele Food Holdings","Certification - Export, Identification - Meat, Identification - Poultry",NULL,NULL
"Londonderry Freezer Warehouse LLC","Imported Product",NULL,NULL
"Lineage Logistics - Vernon Area #2","Imported Product",NULL,NULL
"Lineage Logistocs PFS, LLC","Imported Product",NULL,NULL
"Freezer & Dry Storage, LLC","Imported Product",NULL,NULL
"Pacific Produce Corporation","Imported Product",NULL,NULL
"Lineage Logistics PFS, LLC","Imported Product",NULL,NULL
"Vaillancourt Inspection Inc.","Imported Product",NULL,NULL
"MTC Logistics","Imported Product",NULL,NULL
"Piazza's Seafood World, LLC","Identification - Siluriformes, Imported Product",NULL,NULL
"Flint River Services, Inc.","Imported Product",NULL,NULL
"Quirch Foods Carribean, Inc.","Imported Product",NULL,NULL
"Safeway Freezer Storage, LLC","Imported Product",NULL,NULL
"International Express, Inc.","Imported Product",NULL,NULL
"Ballester Hermanos Inc.","Imported Product",NULL,NULL
"Marvel International inc","Imported Product",NULL,NULL
"Luen Fung Enterprises (Saipan), Inc.","Imported Product",NULL,NULL
"Kearny Cold Storage","Certification - Export, Identification - Meat, Identification - Poultry, Identification - Siluriformes, Imported Product",NULL,NULL
"Premier Distribution Center, LLC","Certification - Export, Imported Product",NULL,NULL
"Palos Garza Forwarding","Imported Product",NULL,NULL
"Lineage Logistics PFS, LLC","Certification - Export, Identification - Meat, Identification - Poultry, Imported Product, Off-Premise Freezing - Meat, Off-Premise Freezing - Poultry",NULL,NULL
"JE Exports","Imported Product",NULL,NULL
"Sea World Inc","Imported Product",NULL,NULL
"Americold Logistics LLC","Imported Product",NULL,NULL
"Preferred Freezer of Elizabeth, LLC","Imported Product",NULL,NULL
"JE EXPORTS","Imported Product",NULL,NULL
"PCC Logistics","Imported Product",NULL,NULL
"H&N Group, Inc.","Imported Product",NULL,NULL
"Lineage Logistics PFS, LLC","Imported Product",NULL,NULL
"JE Exports","Imported Product",NULL,NULL
"New Orleans Cold Storage & Warehouse Co. Ltd.","Imported Product",NULL,NULL
"Elore Enterprises, LLC","Imported Product",NULL,NULL
"Americold Logistics LLC","Imported Product",NULL,NULL
"Intactics LLC","Certification - Export, Identification - Meat, Identification - Poultry, Imported Product",NULL,NULL
"Americold Logistics","Imported Product",NULL,NULL
"Seafrigo Coldstorage Miami Inc","Certification - Export, Identification - Meat, Identification - Poultry, Imported Product, Off-Premise Freezing - Egg Products, Off-Premise Freezing - Meat, Off-Premise Freezing - Poultry",NULL,NULL
"RSF Inc. DBA Freezpak Logistics","Imported Product",NULL,NULL
"Lineage Logistics PFS, LLC","Certification - Export, Identification - Meat, Identification - Poultry, Identification - Siluriformes, Imported Product, Off-Premise Freezing - Egg Products, Off-Premise Freezing - Meat, Off-Premise",NULL,NULL
"Lineage Logistics PFS, LLC","Certification - Export, Identification - Meat, Identification - Poultry, Identification - Siluriformes, Imported Product",NULL,NULL
"Palama Holdings LLC","Imported Product",NULL,NULL
"Morgan-Todt, Inc. dba United Cold Storage","Certification - Export, Imported Product",NULL,NULL
"Lineage Logistics - Vernon Area #8","Imported Product",NULL,NULL
"Lineage Logistics PFS, LLC","Certification - Cysticercus, Certification - Export, Certification - Trichinae, Identification - Meat, Identification - Poultry, Identification - Siluriformes, Imported Product, Off-Premise Freezing -",NULL,NULL
"B.Y. International Inc.","Certification - Export, Identification - Meat, Identification - Poultry, Imported Product",NULL,NULL
"Global Trading Enterprises LLC, DBA Rastelli Global","Imported Product",NULL,NULL
"Carson Guam Corporation",NULL,NULL,NULL
"New XO Market/Wholesale","Imported Product",NULL,NULL
"Lineage Logistics PFS, LLC","Imported Product",NULL,NULL
"Arctic Logistics LLC","Imported Product",NULL,NULL
"Pacific Grocers","Imported Product",NULL,NULL
"Lineage Logistics PFS, LLC","Imported Product",NULL,NULL
"Lineage Logistics PFS, LLC","Certification - Export, Identification - Meat, Identification - Poultry, Identification - Siluriformes, Imported Product, Off-Premise Freezing - Meat",NULL,NULL
"Royal Foods Distribution","Imported Product",NULL,NULL
"Cold Terminal of Laredo LLC","Imported Product",NULL,NULL
"Americold Logistics, LLC","Imported Product",NULL,NULL
"VPGC,LLC","Poultry Processing, Poultry Slaughter",True,NULL
"Avenal State Prison","Poultry Processing",True,NULL
"Johnston's Locker Plant, Inc.",NULL,NULL,NULL
"Tyson Foods, Inc","Poultry Processing, Poultry Slaughter",True,NULL
"SOPAKCO Packaging","Identification - Meat, Identification - Poultry, Poultry Processing",True,NULL
"JBS Souderton, Inc.","Certification - Export",NULL,NULL
"Cargill Meat Solutions","Poultry Processing, Poultry Slaughter",True,NULL
"Martin Preferred Foods, L.P.","Poultry Processing",True,NULL
"AmeriQual Packaging","Identification - Meat, Identification - Poultry",NULL,NULL
"AmeriQual Distribution Center","Identification - Meat, Identification - Poultry",NULL,NULL
"Sanderson Farms Foods Division","Poultry Processing",True,NULL
"Lineage Logistics Services, LLC","Certification - Export, Identification - Meat, Identification - Poultry, Identification - Siluriformes, Off-Premise Freezing - Meat, Off-Premise Freezing - Poultry",NULL,NULL
"Tyson Foods, Inc.","Poultry Processing, Poultry Slaughter",True,NULL
"Tyson Sales and Distribution, Inc.","Certification - Export, Identification - Meat, Identification - Poultry, Off-Premise Freezing - Meat, Off-Premise Freezing - Poultry",NULL,NULL
"Central Storage & Warehouse Co","Certification - Export, Identification - Meat, Identification - Poultry, Off-Premise Freezing - Meat, Off-Premise Freezing - Poultry",NULL,NULL
"E.G. Food Inc.","Poultry Processing",True,NULL
"Americold Logistics",NULL,NULL,NULL
"Clark's Poultry and Seafood","Poultry Processing",True,NULL
"National Cold Storage, Inc.","Off-Premise Freezing - Meat",NULL,NULL
"Logistic Services, LLC","Certification - Export, Identification - Meat, Identification - Poultry",NULL,NULL
"Greenco Industries, Inc.","Identification - Meat, Identification - Poultry",NULL,NULL
"Lineage Logistics, LLC","Certification - Export, Identification - Meat, Identification - Poultry, Imported Product, Off-Premise Freezing - Meat, Off-Premise Freezing - Poultry",NULL,NULL
"Pilgrim's Pride Corporation","Poultry Processing, Poultry Slaughter",True,NULL
"Americold Logistics LLC","Certification - Export, Certification - Trichinae, Identification - Meat, Identification - Poultry, Off-Premise Freezing - Meat, Off-Premise Freezing - Poultry",NULL,NULL
"TC Trading Company, Inc.","Certification - Export",NULL,NULL
"Northwestern Meat Inc","Certification - Export, Identification - Meat, Identification - Poultry",NULL,NULL
"ROYAL POULTRY, INC.","Poultry Processing",True,NULL
"Americold Logistics Inc","Certification - Export, Identification - Meat, Identification - Poultry",NULL,NULL
"Crystal Distribution Services, Inc.","Certification - Export, Identification - Meat, Off-Premise Freezing - Egg Products, Off-Premise Freezing - Meat, Off-Premise Freezing - Poultry",NULL,NULL
"Dreisbach Oakland","Certification - Cysticercus, Certification - Export, Certification - Trichinae, Identification - Meat, Identification - Poultry, Off-Premise Freezing - Meat, Off-Premise Freezing - Poultry",NULL,NULL
"Lineage Logistics Services, LLC","Certification - Export, Certification - Trichinae, Identification - Meat, Off-Premise Freezing - Meat",NULL,NULL
"Filet of Chicken","Poultry Processing",True,NULL
"Minnesota Freezer Warehouse","Certification - Export, Identification - Meat, Identification - Poultry",NULL,NULL
"McLane Foodservices",NULL,NULL,NULL
"Pacific Coast Containers","Certification - Export, Identification - Meat, Identification - Poultry",NULL,NULL
"United States Cold Storage","Certification - Trichinae",NULL,NULL
"Lineage Logistics, LLC","Certification - Cysticercus, Certification - Export, Certification - Trichinae, Identification - Meat",NULL,NULL
"Foodbrands Supply Chain Serv.","Identification - Meat, Identification - Poultry",NULL,NULL
"Kelly's Foods, Inc.","Poultry Processing",True,NULL
"Americold Logistics, LLC","Certification - Export, Identification - Meat, Identification - Poultry, Off-Premise Freezing - Egg Products, Off-Premise Freezing - Meat, Off-Premise Freezing - Poultry",NULL,NULL
"Americold Logistics, LLC","Certification - Export, Identification - Meat, Identification - Poultry, Off-Premise Freezing - Meat, Off-Premise Freezing - Poultry",NULL,NULL
"Pacific Transload Systems","Certification - Export, Identification - Meat, Identification - Poultry",NULL,NULL
"Smithfield Fresh Meats Corp.","Animal Foods Inspection, Certification - Export, Food Inspection, Identification - Meat",NULL,NULL
"Foster Farms","Poultry Processing, Poultry Slaughter",True,NULL
"The Wornick Company","Certification - Export, Identification - Meat, Identification - Poultry, Voluntary Processing - Egg Products",NULL,NULL
"Lineage Logistics, LLC","Certification - Export, Identification - Meat, Identification - Poultry, Off-Premise Freezing - Meat, Off-Premise Freezing - Poultry",NULL,NULL
